Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Mustafizur Rahman,330902,8,3,15,2,1.87,39,1,0,0,2,0
Rubel Hossain,300619,7,0,23,0,3.28,29,3,0,0,0,0
Hasan Mahmud,926629,9,0,54,1,6.00,27,4,1,4,0,0
Mehidy Hasan Miraz,629063,9.4,0,25,4,2.58,41,0,1,0,0,0
Shakib Al Hasan,56143,10,0,30,2,3.00,38,2,0,0,0,0
Alzarri Joseph,670031,10,0,42,0,4.20,36,5,0,0,1,1
Kyle Mayers,348056,2,0,15,0,7.50,7,3,0,0,0,1
Akeal Hosein,530812,9.2,0,45,1,4.82,32,2,1,3,0,1
Jason Mohammed,230549,7,0,29,1,4.14,22,2,0,0,0,1
Raymon Reifer,450101,5,0,18,1,3.60,17,1,0,0,0,1
