Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Pat Cummins,489889,4,0,26,1,6.50,2,0,0
Andre Russell,276298,4,0,42,2,10.50,1,0,0
Clint McKay,6903,4,0,40,1,10.00,1,0,0
Chris Green,787073,3,0,21,1,7.00,0,0,0
Fawad Ahmed,240609,4,0,29,1,7.25,0,0,0
Arjun Nair,901157,1,0,14,0,14.00,0,0,0
Tom Cooper,219885,2,0,8,1,4.00,0,0,1
Chris Tremain,553800,4,0,21,1,5.25,2,0,1
Nathan Rimmington,7443,1.1,0,10,0,8.57,0,0,1
Sunil Narine,230558,4,0,32,2,8.00,0,0,1
Dwayne Bravo,51439,4,0,27,2,6.75,1,0,1
Brad Hogg,5681,4,0,22,2,5.50,0,0,1
