Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Abu Jayed,410763,28,6,98,4,3.50,0,0,0
Mehidy Hasan Miraz,629063,33,9,75,1,2.27,0,0,0
Nayeem Hasan,932635,24,3,74,0,3.08,0,0,0
Taijul Islam,401057,46.2,8,108,4,2.33,0,2,0
Soumya Sarkar,436677,11,1,48,1,4.36,0,0,0
Shannon Gabriel,446101,21,3,70,3,3.33,0,7,1
Rahkeem Cornwall,494581,32,8,74,5,2.31,0,0,1
Alzarri Joseph,670031,17.5,3,60,2,3.36,1,0,1
Kyle Mayers,348056,8,2,15,0,1.87,0,0,1
Jomel Warrican,432214,13,2,48,0,3.69,0,3,1
Nkrumah Bonner,314650,3,0,17,0,5.66,0,0,1
Kraigg Brathwaite,348024,2,0,7,0,3.50,0,0,1
Taijul Islam,401057,21,4,36,4,1.71,0,0,2
Nayeem Hasan,932635,15.5,5,34,3,2.14,0,0,2
Mehidy Hasan Miraz,629063,6,1,15,1,2.50,0,0,2
Abu Jayed,410763,10,4,32,2,3.20,0,0,2
Rahkeem Cornwall,494581,30,5,105,4,3.50,0,0,3
Alzarri Joseph,670031,2,0,16,0,8.00,0,0,3
Shannon Gabriel,446101,2,0,8,0,4.00,0,0,3
Jomel Warrican,432214,16.3,4,47,3,2.84,0,2,3
Kraigg Brathwaite,348024,11,1,25,3,2.27,0,0,3
