Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
David Willey,308251,2,0,20,0,10.00,6,1,2,1,0,0
Joe Root,303669,2,0,11,0,5.50,6,1,0,2,0,0
Tom Curran,550235,4,0,46,1,11.50,8,3,4,1,0,0
Chris Jordan,288992,4,0,46,1,11.50,5,3,3,2,0,0
Liam Plunkett,19264,4,0,27,3,6.75,10,2,1,1,0,0
Adil Rashid,244497,4,0,25,3,6.25,10,2,1,0,0,0
Jerome Taylor,53191,3,0,40,1,13.33,4,5,1,0,0,1
Kesrick Williams,450075,4,0,35,3,8.75,7,4,0,3,0,1
Carlos Brathwaite,457249,3.3,0,20,3,5.71,11,2,0,0,0,1
Sunil Narine,230558,4,0,15,2,3.75,13,1,0,0,0,1
Ashley Nurse,315594,3,0,23,1,7.66,5,2,0,1,0,1
Kieron Pollard,230559,2,0,17,0,8.50,4,1,1,0,0,1
