Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Yuzvendra Chahal,430246,4,0,28,2,7.00,9,2,1,0,0,0
Umesh Yadav,376116,3,0,28,0,9.33,8,4,1,1,0,0
Tim Southee,232364,4,0,41,0,10.25,7,2,2,2,1,0
Moeen Ali,8917,4,0,25,1,6.25,9,1,1,2,0,0
Mohammed Siraj,940973,4,0,46,1,11.50,7,3,4,0,0,0
Colin de Grandhomme,55395,1,0,12,0,12.00,0,2,0,0,0,0
Sandeep Lamichhane,960361,4,0,25,1,6.25,10,2,1,0,0,1
Trent Boult,277912,4,0,40,2,10.00,5,2,3,0,0,1
Junior Dala,545467,3,0,34,0,11.33,7,3,2,1,0,1
Harshal Patel,390481,4,0,51,1,12.75,8,6,2,3,0,1
Amit Mishra,31107,4,0,33,1,8.25,7,1,2,1,0,1
