Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Mohammad Nawaz,348148,4,0,21,1,5.25,13,3,0,1,0,0
Rahat Ali,323244,4,0,16,4,4.00,14,2,0,0,0,0
Mir Hamza,556684,3,0,34,1,11.33,7,6,0,0,0,0
Hassan Khan,959789,4,0,27,1,6.75,10,1,2,0,0,0
Mahmudullah,56025,2,0,20,1,10.00,5,2,1,0,1,0
Anwar Ali,232491,1,0,14,0,14.00,1,3,0,0,0,0
Thisara Perera,233514,2,0,24,2,12.00,5,2,2,1,0,0
Hasan Ali,681305,4,0,21,2,5.25,13,3,0,1,0,1
Sameen Gul,922947,4,0,21,2,5.25,15,2,1,1,0,1
Wahab Riaz,43590,4,0,26,2,6.50,10,2,1,0,0,1
Umaid Asif,429122,4,0,26,2,6.50,12,4,0,2,0,1
Liam Dawson,211855,4,0,52,0,13.00,3,2,5,0,0,1
