Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Ankit Rajpoot,591650,4,0,21,0,5.25,10,1,0,1,0,0
Mujeeb Ur Rahman,974109,4,0,34,1,8.50,8,2,1,2,0,0
Mohammed Shami,481896,4,0,30,1,7.50,12,4,1,0,0,0
Ravichandran Ashwin,26421,4,0,30,1,7.50,7,3,0,0,0,0
Sam Curran,662973,4,0,30,0,7.50,6,2,0,0,0,0
Bhuvneshwar Kumar,326016,4,0,25,0,6.25,11,1,1,0,0,1
Sandeep Sharma,438362,4,0,21,2,5.25,9,1,0,0,0,1
Rashid Khan,793463,4,0,20,1,5.00,9,1,0,0,0,1
Mohammad Nabi,25913,3.5,0,42,0,10.95,6,4,2,0,0,1
Siddarth Kaul,326017,4,0,42,1,10.50,5,4,2,0,0,1
