Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Mohammed Shami,481896,10,0,48,4,4.80,33,5,1,0,0,0
Umesh Yadav,376116,10,1,53,3,5.30,40,7,1,3,0,0
Hardik Pandya,625371,6,0,27,1,4.50,25,2,1,2,0,0
Ravindra Jadeja,234675,10,1,27,0,2.70,40,2,0,0,0,0
Kuldeep Yadav,559235,10,0,36,0,3.60,34,2,0,0,0,0
Kedar Jadhav,290716,4,0,13,1,3.25,15,1,0,1,0,0
Alzarri Joseph,670031,7,0,39,1,5.57,23,6,0,0,0,1
Jason Holder,391485,8,1,35,0,4.37,30,4,0,1,0,1
Devendra Bishoo,341593,8,0,42,1,5.25,24,4,1,0,0,1
Kesrick Williams,450075,8,0,40,0,5.00,26,4,0,0,0,1
Ashley Nurse,315594,4,0,34,0,8.50,7,5,0,0,0,1
Rovman Powell,820351,1,0,6,0,6.00,2,0,0,0,0,1
Roston Chase,391832,0.5,0,9,0,10.80,1,0,1,0,0,1
