Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Jaydev Unadkat,390484,4,0,38,3,9.50,9,2,2,4,0,0
Washington Sundar,719715,4,0,23,0,5.75,13,3,0,2,0,0
Shardul Thakur,475281,4,0,25,1,6.25,11,3,0,2,0,0
Yuzvendra Chahal,430246,4,0,19,1,4.75,11,2,0,0,0,0
Vijay Shankar,477021,4,0,32,2,8.00,11,2,1,3,2,0
Mustafizur Rahman,330902,4,0,31,1,7.75,6,4,0,0,0,1
Taskin Ahmed,538506,3,0,28,1,9.33,5,3,1,0,0,1
Rubel Hossain,300619,3.4,0,24,2,6.54,6,2,0,1,0,1
Mehidy Hasan Miraz,629063,4,0,21,0,5.25,11,1,1,0,0,1
Soumya Sarkar,436677,1,0,8,0,8.00,2,1,0,1,0,1
Mahmudullah,56025,1,0,11,0,11.00,1,0,1,0,0,1
Nazmul Islam,446810,2,0,15,0,7.50,3,2,0,0,0,1
