Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Kemar Roach,230553,20,5,60,1,3.00,0,1,0
Shannon Gabriel,446101,26,4,69,1,2.65,1,0,0
Rahkeem Cornwall,494581,42.2,5,114,2,2.69,0,0,0
Kyle Mayers,348056,7,2,16,0,2.28,0,0,0
Jomel Warrican,432214,48,8,133,4,2.77,0,3,0
Kraigg Brathwaite,348024,4,0,13,0,3.25,0,0,0
Nkrumah Bonner,314650,3,0,16,1,5.33,0,1,0
Mustafizur Rahman,330902,15,4,46,2,3.06,0,1,1
Shakib Al Hasan,56143,6,1,16,0,2.66,0,0,1
Mehidy Hasan Miraz,629063,26,9,58,4,2.23,0,1,1
Taijul Islam,401057,33.1,11,84,2,2.53,0,2,1
Nayeem Hasan,932635,16,1,54,2,3.37,0,0,1
Kemar Roach,230553,7,1,17,0,2.42,1,1,2
Rahkeem Cornwall,494581,27,2,81,3,3.00,0,0,2
Shannon Gabriel,446101,12,0,37,2,3.08,0,0,2
Jomel Warrican,432214,17.5,0,57,3,3.19,0,2,2
Nkrumah Bonner,314650,2,0,13,0,6.50,0,1,2
Kraigg Brathwaite,348024,1,0,7,0,7.00,0,0,2
Kyle Mayers,348056,1,0,11,0,11.00,0,0,2
Mustafizur Rahman,330902,13,1,71,0,5.46,0,0,3
Taijul Islam,401057,45,18,91,2,2.02,0,0,3
Mehidy Hasan Miraz,629063,35,3,113,4,3.22,0,0,3
Nayeem Hasan,932635,34.3,4,105,1,3.04,0,0,3
