Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Imad Wasim,227758,3,0,13,2,4.33,8,1,0,0,0,0
Kane Richardson,272262,4,0,38,2,9.50,10,5,1,1,0,0
Josh Lalor,272385,4,0,51,0,12.75,4,6,2,1,1,0
Noor Ahmad,1182529,3,0,23,0,7.66,5,0,1,1,1,0
Mohammad Nabi,25913,4,0,32,1,8.00,10,1,3,0,0,0
Jack Prestwidge,977451,2,0,12,0,6.00,3,0,0,1,0,0
Harry Conway,555855,3,0,19,1,6.33,10,2,1,0,0,1
Peter Siddle,7898,3.1,0,16,3,5.05,9,2,0,0,0,1
Wes Agar,959833,4,0,23,3,5.75,12,0,2,1,0,1
Rashid Khan,793463,4,0,21,1,5.25,10,0,1,0,0,1
Matt Renshaw,722303,1,0,9,0,9.00,1,1,0,0,0,1
Danny Briggs,310107,4,0,17,2,4.25,11,1,0,0,0,1
