Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Arshdeep Singh,1125976,4,0,42,1,10.50,7,6,0,3,0,0
Mujeeb Ur Rahman,974109,4,0,66,0,16.50,4,5,4,3,0,0
Mohammed Shami,481896,4,0,36,2,9.00,4,2,1,1,0,0
Ravichandran Ashwin,26421,4,0,30,2,7.50,5,1,1,1,0,0
Murugan Ashwin,528067,4,0,32,1,8.00,5,1,1,2,0,0
Khaleel Ahmed,942645,4,0,40,3,10.00,10,4,2,3,0,1
Bhuvneshwar Kumar,326016,4,0,34,0,8.50,12,2,2,1,0,1
Sandeep Sharma,438362,4,0,33,2,8.25,7,3,1,2,0,1
Rashid Khan,793463,4,0,21,3,5.25,12,1,1,0,0,1
Abhishek Sharma,1070183,1,0,11,0,11.00,0,1,0,0,1,1
Mohammad Nabi,25913,3,0,28,0,9.33,7,0,3,0,0,1
