Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Tim Southee,232364,3,0,22,2,7.33,10,3,0,3,0,0
Kyle Jamieson,625960,3,0,26,0,8.66,8,1,2,3,0,0
Hamish Bennett,226493,2.3,0,50,0,20.00,4,3,4,1,3,0
Lockie Ferguson,493773,4,0,21,5,5.25,19,2,1,1,0,0
Mitchell Santner,502714,2,0,23,0,11.50,5,3,1,0,1,0
James Neesham,355269,1.3,0,32,0,21.33,2,1,4,2,0,0
Sheldon Cottrell,495551,4,0,30,1,7.50,11,2,1,1,0,1
Fabian Allen,670013,2,0,32,0,16.00,6,2,4,0,0,1
Oshane Thomas,914567,3,0,23,2,7.66,10,2,1,2,0,1
Kesrick Williams,450075,2,0,33,0,16.50,3,4,2,0,1,1
Keemo Paul,677081,3,0,39,0,13.00,7,3,1,0,5,1
Kieron Pollard,230559,1.2,0,16,1,12.00,3,0,2,0,0,1
