Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Jackson Bird,215152,3,0,13,1,4.33,10,1,0,0,0,0
Liam Plunkett,19264,4,0,36,4,9.00,12,2,3,1,0,0
Scott Boland,446548,4,0,40,0,10.00,6,3,2,0,0,0
Evan Gulbis,381183,2,0,11,0,5.50,4,1,0,0,0,0
Ben Dunk,388678,2,0,11,0,5.50,4,1,0,0,0,0
Dwayne Bravo,51439,4,0,51,0,12.75,1,4,1,2,1,0
Liam Bowe,1076852,1,0,13,0,13.00,1,0,1,1,0,0
Travis Head,530011,1,0,10,0,10.00,2,2,0,0,0,1
Michael Neser,376169,4,0,32,2,8.00,8,4,0,0,0,1
Rashid Khan,793463,4,0,18,1,4.50,10,0,0,1,0,1
Wes Agar,959833,4,0,33,2,8.25,11,4,1,1,0,1
Ben Laughlin,315623,3.2,0,19,3,5.70,8,1,0,2,0,1
Liam O'Connor,334388,3,0,24,2,8.00,7,1,2,0,0,1
