Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Michael Beer,307495,4,0,44,0,11.00,4,3,2,2,0,0
Jackson Coleman,393055,2,0,23,0,11.50,5,3,1,1,0,0
Adam Zampa,379504,4,0,23,2,5.75,10,1,1,0,0,0
Dwayne Bravo,51439,4,0,28,1,7.00,6,2,0,2,0,0
Sandeep Lamichhane,960361,4,0,36,2,9.00,8,1,3,0,0,0
Glenn Maxwell,325026,1,0,8,0,8.00,0,0,0,0,0,0
Marcus Stoinis,325012,1,0,17,0,17.00,1,2,1,0,1,0
Sam Rainbird,333872,1,0,6,0,6.00,2,0,0,1,0,1
Nathan McAndrew,785323,2,0,22,1,11.00,3,1,1,0,1,1
Daniel Sams,826901,2,0,5,3,2.50,8,0,0,1,0,1
Chris Green,787073,1,0,6,1,6.00,2,0,0,0,0,1
Gurinder Sandhu,499660,2,0,25,1,12.50,4,2,2,0,0,1
