Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Usman Shinwari,697279,4,0,17,1,4.25,14,1,0,2,0,0
Mohammad Nabi,25913,2,0,17,1,8.50,1,0,1,0,0,0
Kane Richardson,272262,4,0,22,3,5.50,11,1,1,0,0,0
Jack Wildermuth,570854,4,0,22,2,5.50,9,1,0,0,0,0
Dan Christian,4864,2,0,23,0,11.50,3,2,1,1,0,0
Cameron Boyce,326625,4,0,31,0,7.75,2,0,0,1,0,0
Ben Dwarshuis,679567,4,0,31,0,7.75,11,5,0,0,0,1
Tom Curran,550235,4,0,18,3,4.50,14,0,1,2,0,1
Sean Abbott,398666,4,0,16,2,4.00,12,0,0,0,0,1
Steve O'Keefe,7069,4,0,19,2,4.75,12,0,1,0,0,1
Benjamin Manenti,1065115,4,0,13,2,3.25,13,0,0,1,0,1
