Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Jaydev Unadkat,390484,4,0,29,2,7.25,10,2,1,0,0,0
Shardul Thakur,475281,3,0,35,0,11.66,7,3,2,0,0,0
Washington Sundar,719715,3,0,23,1,7.66,7,2,1,0,0,0
Ben Stokes,311158,4,0,31,2,7.75,11,3,1,3,0,0
Adam Zampa,379504,4,0,29,1,7.25,9,2,1,1,0,0
Dan Christian,4864,2,0,18,1,9.00,1,2,0,0,0,0
Zaheer Khan,30102,4,0,25,2,6.25,7,2,0,1,0,1
Mohammed Shami,481896,4,0,37,2,9.25,7,3,1,2,0,1
Shahbaz Nadeem,31872,3,0,21,1,7.00,11,3,1,0,0,1
Amit Mishra,31107,3,0,26,0,8.66,4,2,1,1,0,1
Pat Cummins,489889,4,0,31,1,7.75,12,2,2,1,0,1
Marlon Samuels,52983,1,0,12,0,12.00,2,1,1,0,0,1
Corey Anderson,277662,1,0,4,0,4.00,3,0,0,0,0,1
