Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Mohammad Abbas,389666,4,0,22,3,5.50,0,0,0
Mohammad Ilyas,1159371,4,0,33,1,8.25,0,0,0
Chris Green,787073,4,0,25,1,6.25,0,0,0
Junaid Khan,259551,4,0,36,0,9.00,0,0,0
Shahid Afridi,42639,4,0,18,2,4.50,0,0,0
Shaheen Shah Afridi,1072470,2,0,25,1,12.50,1,0,1
Haris Rauf,1161606,3,0,29,0,9.66,0,0,1
Hassan Khan,959789,2,0,27,0,13.50,0,0,1
Sandeep Lamichhane,960361,2.3,0,28,0,11.20,0,0,1
David Wiese,221140,2,0,15,1,7.50,0,1,1
Asela Gunaratne,360456,1,0,8,0,8.00,0,0,1
