Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Sohail Khan,317252,4,0,33,1,8.25,9,5,0,0,0,0
Imran Khan,316363,3,0,22,1,7.33,7,2,1,0,0,0
Shahnawaz Dhani,1203995,4,0,44,3,11.00,7,7,1,0,0,0
Carlos Brathwaite,457249,4,0,43,0,10.75,8,5,2,2,0,0
Khushdil Shah,716733,1,0,5,0,5.00,2,0,0,0,0,0
Imran Tahir,40618,4,0,29,2,7.25,6,1,1,1,0,0
Mohammad Hasnain,1158100,4,0,34,2,8.50,13,5,1,2,0,1
Dale Steyn,47492,3.4,0,34,1,9.27,7,4,0,2,0,1
Zahid Mahmood,433614,4,0,39,2,9.75,9,4,2,0,0,1
Mohammad Nawaz,348148,4,0,23,1,5.75,12,1,1,1,0,1
Qais Ahmad,914171,4,0,21,3,5.25,11,2,0,1,0,1
