Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Imad Wasim,227758,4,0,31,1,7.75,11,4,1,1,0,0
Mohammad Amir,290948,4,0,14,1,3.50,14,1,0,1,0,0
Aamer Yamin,434429,2,0,23,1,11.50,7,2,2,1,0,0
Waqas Maqsood,533561,2.2,0,21,2,9.00,6,2,1,1,0,0
Arshad Iqbal,1130463,4,1,16,3,4.00,16,2,0,0,0,0
Dan Christian,4864,2,0,12,1,6.00,6,1,0,2,0,0
Mohammad Hasnain,1158100,4,0,18,2,4.50,15,3,0,0,0,1
Naseem Shah,1158088,2,0,23,0,11.50,4,3,1,1,0,1
Qais Ahmad,914171,3,0,43,0,14.33,3,5,2,1,0,1
Usman Shinwari,697279,2,0,10,1,5.00,6,1,0,0,0,1
Mohammad Nawaz,348148,2,0,11,0,5.50,4,1,0,0,0,1
Ben Cutting,230371,0.5,0,20,0,24.00,0,0,3,0,0,1
