Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Mohammad Irfan,429981,4,0,27,1,6.75,12,3,0,1,0,0
Sohail Tanvir,43265,3,0,14,3,4.66,12,0,1,1,1,0
Junaid Khan,259551,2,0,9,2,4.50,6,1,0,0,0,0
Imran Tahir,40618,2.4,0,19,3,7.12,6,1,0,2,0,0
Shoaib Malik,42657,2,0,19,1,9.50,6,1,2,0,0,0
Kieron Pollard,230559,2,0,12,0,6.00,2,0,0,1,0,0
Rahat Ali,323244,3,0,24,0,8.00,9,4,0,2,0,1
Shane Watson,8180,1,0,6,0,6.00,4,1,0,1,0,1
Mohammad Nawaz,348148,4,0,17,0,4.25,11,1,0,0,0,1
John Hastings,228622,2,0,16,0,8.00,3,2,0,0,0,1
Hassan Khan,959789,3,0,25,1,8.33,5,2,1,0,0,1
Anwar Ali,232491,2,0,8,0,4.00,4,0,0,0,0,1
Mahmudullah,56025,1,0,6,0,6.00,0,0,0,0,0,1
Sarfaraz Ahmed,227760,0.4,0,6,0,9.00,3,0,1,0,0,1
