Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Mustafizur Rahman,330902,27,2,98,1,3.62,1,0,0
Shafiul Islam,288305,25,5,74,1,2.96,1,0,0
Mehidy Hasan Miraz,629063,56,4,178,0,3.17,0,0,0
Taskin Ahmed,538506,26,5,88,0,3.38,0,0,0
Mahmudullah,56025,5,0,24,0,4.80,0,0,0
Mominul Haque,373696,2,0,15,0,7.50,0,0,0
Sabbir Rahman,373538,5,1,15,0,3.00,0,0,0
Morne Morkel,46538,19,7,51,2,2.68,0,0,1
Kagiso Rabada,550215,24,5,84,2,3.50,0,1,1
Keshav Maharaj,267724,27.1,8,92,3,3.38,0,0,1
Duanne Olivier,486679,11,1,52,1,4.72,0,0,1
Andile Phehlukwayo,540316,6,2,18,1,3.00,0,0,1
Aiden Markram,600498,2,0,13,0,6.50,0,0,1
Mehidy Hasan Miraz,629063,11,1,69,0,6.27,0,0,2
Shafiul Islam,288305,13,1,46,1,3.53,0,0,2
Mustafizur Rahman,330902,11,2,30,2,2.72,0,0,2
Taskin Ahmed,538506,6,0,29,0,4.83,0,1,2
Sabbir Rahman,373538,5,0,25,0,5.00,0,0,2
Mahmudullah,56025,4,0,21,0,5.25,0,0,2
Mominul Haque,373696,6,0,27,3,4.50,0,0,2
Morne Morkel,46538,5.2,2,19,2,3.56,0,1,3
Kagiso Rabada,550215,10,3,33,3,3.30,0,1,3
Duanne Olivier,486679,5.4,1,12,0,2.11,0,0,3
Keshav Maharaj,267724,10.4,1,25,4,2.34,0,0,3
Andile Phehlukwayo,540316,1,1,0,0,0.00,0,0,3
