Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Mohammed Shami,481896,10,1,69,5,6.90,37,8,3,1,0,0
Jasprit Bumrah,625383,10,1,44,1,4.40,30,3,0,0,0,0
Yuzvendra Chahal,430246,10,0,88,0,8.80,28,7,6,2,0,0
Hardik Pandya,625371,10,0,60,0,6.00,22,4,1,1,0,0
Kuldeep Yadav,559235,10,0,72,1,7.20,25,5,3,0,0,0
Chris Woakes,247235,10,3,58,2,5.80,35,7,1,0,0,1
Jofra Archer,669855,10,0,45,0,4.50,33,5,0,0,0,1
Liam Plunkett,19264,10,0,55,3,5.50,27,4,0,4,0,1
Mark Wood,351588,10,0,73,0,7.30,19,9,0,1,0,1
Adil Rashid,244497,6,0,40,0,6.66,12,5,0,1,0,1
Ben Stokes,311158,4,0,34,0,8.50,7,5,0,0,0,1
