Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
James Pattinson,272465,4,0,52,0,13.00,4,6,2,0,0,0
Josh Lalor,272385,4,0,37,1,9.25,11,0,4,1,0,0
Zahir Khan,712219,4,0,33,1,8.25,8,4,1,0,0,0
Ben Laughlin,315623,4,0,60,1,15.00,2,2,5,1,1,0
Ben Cutting,230371,4,0,26,0,6.50,5,0,1,0,0,0
Jhye Richardson,774223,4,0,34,2,8.50,9,4,1,1,0,1
Joel Paris,501012,4,0,29,2,7.25,8,2,1,0,0,1
Chris Jordan,288992,4,0,44,2,11.00,6,4,2,2,0,1
Fawad Ahmed,240609,4,0,35,1,8.75,9,3,2,0,0,1
Mitchell Marsh,272450,1,0,9,0,9.00,1,1,0,0,0,1
Liam Livingstone,403902,3,0,27,0,9.00,3,0,2,1,0,1
