Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Ishant Sharma,236779,3,0,17,0,5.66,5,1,0,0,0,0
Kagiso Rabada,550215,4,0,38,2,9.50,8,5,1,2,0,0
Chris Morris,439952,3,0,39,0,13.00,3,4,2,1,0,0
Keemo Paul,677081,3,0,37,0,12.33,4,2,3,0,1,0
Amit Mishra,31107,3,0,18,1,6.00,7,2,0,0,0,0
Axar Patel,554691,4,0,17,1,4.25,7,0,0,0,0,0
Hardik Pandya,625371,2,0,17,1,8.50,7,2,1,0,0,1
Rahul Chahar,1064812,4,0,19,3,4.75,15,2,0,2,0,1
Lasith Malinga,49758,4,0,37,1,9.25,5,3,1,1,0,1
Jayant Yadav,447587,4,0,25,0,6.25,9,1,1,0,0,1
Jasprit Bumrah,625383,4,0,18,2,4.50,13,0,1,0,0,1
Krunal Pandya,471342,2,0,7,1,3.50,6,0,0,0,0,1
