Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Suranga Lakmal,49619,27,4,93,2,3.44,0,0,0
Nuwan Pradeep,324358,15.4,3,46,0,2.93,0,0,0
Angelo Mathews,49764,17,3,41,0,2.41,1,0,0
Lahiru Kumara,784375,25,1,122,6,4.88,4,1,0
Rangana Herath,49178,23.2,4,57,2,2.44,0,0,0
Dhananjaya de Silva,465793,8,0,30,0,3.75,0,0,0
Vernon Philander,46945,12,4,27,4,2.25,0,1,1
Kyle Abbott,297583,8,3,9,0,1.12,0,0,1
Kagiso Rabada,550215,12,2,37,4,3.08,1,0,1
Keshav Maharaj,267724,11,1,32,2,2.90,0,0,1
Suranga Lakmal,49619,19.5,2,69,4,3.47,0,0,2
Nuwan Pradeep,324358,11,0,46,0,4.18,0,1,2
Lahiru Kumara,784375,12,0,62,1,5.16,1,0,2
Dhananjaya de Silva,465793,3,0,15,0,5.00,0,0,2
Rangana Herath,49178,6,0,32,1,5.33,0,0,2
Kyle Abbott,297583,15,3,46,0,3.06,0,0,3
Vernon Philander,46945,14,1,48,3,3.42,0,1,3
Kagiso Rabada,550215,17,3,55,6,3.23,0,1,3
Keshav Maharaj,267724,16,3,64,1,4.00,0,0,3
