Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Mohammad Amir,290948,4,0,30,1,7.50,1,0,0
Imad Wasim,227758,2,0,12,0,6.00,0,0,0
Sohail Khan,317252,3,0,28,1,9.33,2,0,0
Usman Shinwari,697279,3,0,24,0,8.00,0,0,0
Usama Mir,647667,4,0,38,2,9.50,0,0,0
Shoaib Malik,42657,4,0,21,2,5.25,1,0,0
Sohail Tanvir,43265,4,0,40,0,10.00,1,0,1
Aamer Yamin,434429,4,0,39,0,9.75,0,0,1
Sunil Narine,230558,4,0,19,1,4.75,3,0,1
Mohammad Irfan,805925,1,0,8,0,8.00,0,0,1
Yasir Shah,43685,4,0,20,0,5.00,0,0,1
Grant Elliott,44956,1,0,14,0,14.00,0,0,1
Fakhar Zaman,512191,1,0,3,1,3.00,0,0,1
Brendon McCullum,37737,1,0,13,0,13.00,1,0,1
