Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Vernon Philander,46945,22,4,68,1,3.09,0,0,0
Kagiso Rabada,550215,24,7,66,0,2.75,0,0,0
Keshav Maharaj,267724,55,6,189,3,3.43,0,1,0
Dane Piedt,379926,19,1,107,1,5.63,0,0,0
Senuran Muthusamy,535393,15,1,63,1,4.20,1,1,0
Dean Elgar,230852,1,0,4,1,4.00,0,0,0
Ishant Sharma,236779,16,2,54,1,3.37,0,1,1
Mohammed Shami,481896,18,4,47,0,2.61,0,1,1
Ravichandran Ashwin,26421,46.2,11,145,7,3.12,0,0,1
Ravindra Jadeja,234675,40,5,124,2,3.10,0,1,1
Hanuma Vihari,452044,9,1,38,0,4.22,0,2,1
Rohit Sharma,34102,2,1,7,0,3.50,0,0,1
Vernon Philander,46945,12,5,21,1,1.75,0,0,2
Keshav Maharaj,267724,22,0,129,2,5.86,0,0,2
Kagiso Rabada,550215,13,3,41,1,3.15,0,0,2
Dane Piedt,379926,17,3,102,0,6.00,0,0,2
Senuran Muthusamy,535393,3,0,20,0,6.66,0,0,2
Ravichandran Ashwin,26421,20,5,44,1,2.20,0,0,3
Ravindra Jadeja,234675,25,6,87,4,3.48,0,0,3
Mohammed Shami,481896,10.5,2,35,5,3.23,0,0,3
Ishant Sharma,236779,7,2,18,0,2.57,0,0,3
Rohit Sharma,34102,1,0,3,0,3.00,0,0,3
