Team_1,Team_1_number,Team_2,Team_2_number,Winner_team,Winner_team_number,Margin,Ground,Ground_number,Match Date,Scorecard,Match_number,Match_Type
United,953843.0,Gladiators,953845.0,Gladiators,953845.0,43 runs,Abu Dhabi,59396.0,"Mar 5, 2019",T20,1168845.0,PSL
Qalandars,953847.0,United,953843.0,United,953843.0,49 runs,Karachi,58956.0,"Mar 9, 2019",T20,1168847.0,PSL
Kings,953835.0,Gladiators,953845.0,Kings,953835.0,1 run,Karachi,58956.0,"Mar 10, 2019",T20,1168848.0,PSL
Qalandars,953847.0,Sultans,1117814.0,Sultans,1117814.0,7 wickets,Karachi,58956.0,"Mar 11, 2019",T20,1168849.0,PSL
Kings,953835.0,Zalmi,953833.0,Zalmi,953833.0,61 runs,Karachi,58956.0,"Mar 11, 2019",T20,1168846.0,PSL
Zalmi,953833.0,Gladiators,953845.0,Gladiators,953845.0,10 runs,Karachi,58956.0,"Mar 13, 2019",T20,1168851.0,PSL
United,953843.0,Kings,953835.0,United,953843.0,4 wickets,Karachi,58956.0,"Mar 14, 2019",T20,1168850.0,PSL
United,953843.0,Zalmi,953833.0,Zalmi,953833.0,48 runs,Karachi,58956.0,"Mar 15, 2019",T20,1168852.0,PSL
Gladiators,953845.0,Zalmi,953833.0,Gladiators,953845.0,8 wickets,Karachi,58956.0,"Mar 17, 2019",T20,1168853.0,PSL
United,953843.0,Gladiators,953845.0,Gladiators,953845.0,3 wickets,Karachi,58956.0,"Feb 20, 2020",T20,1211642.0,PSL
Kings,953835.0,Zalmi,953833.0,Kings,953835.0,10 runs,Karachi,58956.0,"Feb 21, 2020",T20,1211643.0,PSL
Qalandars,953847.0,Sultans,1117814.0,Sultans,1117814.0,5 wickets,Lahore,58967.0,"Feb 21, 2020",T20,1211644.0,PSL
Zalmi,953833.0,Gladiators,953845.0,Zalmi,953833.0,6 wickets,Karachi,58956.0,"Feb 22, 2020",T20,1211645.0,PSL
United,953843.0,Sultans,1117814.0,United,953843.0,8 wickets,Lahore,58967.0,"Feb 22, 2020",T20,1211646.0,PSL
Kings,953835.0,Gladiators,953845.0,Gladiators,953845.0,5 wickets,Karachi,58956.0,"Feb 23, 2020",T20,1211647.0,PSL
Qalandars,953847.0,United,953843.0,United,953843.0,1 wicket,Lahore,58967.0,"Feb 23, 2020",T20,1211648.0,PSL
Sultans,1117814.0,Zalmi,953833.0,Sultans,1117814.0,6 wickets,Multan,58986.0,"Feb 26, 2020",T20,1211649.0,PSL
United,953843.0,Gladiators,953845.0,Gladiators,953845.0,5 wickets,Rawalpindi,59006.0,"Feb 27, 2020",T20,1211650.0,PSL
Sultans,1117814.0,Kings,953835.0,Sultans,1117814.0,52 runs,Multan,58986.0,"Feb 28, 2020",T20,1211651.0,PSL
Qalandars,953847.0,Zalmi,953833.0,Zalmi,953833.0,16 runs,Rawalpindi,59006.0,"Feb 28, 2020",T20,1211652.0,PSL
Sultans,1117814.0,Gladiators,953845.0,Sultans,1117814.0,30 runs,Multan,58986.0,"Feb 29, 2020",T20,1211653.0,PSL
United,953843.0,Zalmi,953833.0,abandoned,,,Rawalpindi,59006.0,"Feb 29, 2020",T20,1211654.0,PSL
United,953843.0,Kings,953835.0,Kings,953835.0,5 wickets,Rawalpindi,59006.0,"Mar 1, 2020",T20,1211655.0,PSL
Kings,953835.0,Zalmi,953833.0,Kings,953835.0,6 wickets,Rawalpindi,59006.0,"Mar 2, 2020",T20,1211656.0,PSL
Qalandars,953847.0,Gladiators,953845.0,Qalandars,953847.0,37 runs,Lahore,58967.0,"Mar 3, 2020",T20,1211657.0,PSL
Qalandars,953847.0,United,953843.0,United,953843.0,71 runs,Lahore,58967.0,"Mar 4, 2020",T20,1211658.0,PSL
Zalmi,953833.0,Gladiators,953845.0,Zalmi,953833.0,30 runs,Rawalpindi,59006.0,"Mar 5, 2020",T20,1211659.0,PSL
Kings,953835.0,Sultans,1117814.0,no result,,,Lahore,58967.0,"Mar 6, 2020",T20,1211660.0,PSL
United,953843.0,Zalmi,953833.0,Zalmi,953833.0,7 runs,Rawalpindi,59006.0,"Mar 7, 2020",T20,1211661.0,PSL
Qalandars,953847.0,Gladiators,953845.0,Qalandars,953847.0,8 wickets,Lahore,58967.0,"Mar 7, 2020",T20,1211662.0,PSL
United,953843.0,Sultans,1117814.0,Sultans,1117814.0,9 wickets,Rawalpindi,59006.0,"Mar 8, 2020",T20,1211663.0,PSL
Qalandars,953847.0,Kings,953835.0,Qalandars,953847.0,8 wickets,Lahore,58967.0,"Mar 8, 2020",T20,1211664.0,PSL
Qalandars,953847.0,Zalmi,953833.0,Qalandars,953847.0,5 wickets,Lahore,58967.0,"Mar 10, 2020",T20,1211665.0,PSL
Sultans,1117814.0,Gladiators,953845.0,abandoned,,,Lahore,58967.0,"Mar 11, 2020",T20,1211666.0,PSL
Kings,953835.0,Qalandars,953847.0,Kings,953835.0,10 wickets,Karachi,58956.0,"Mar 12, 2020",T20,1211667.0,PSL
Sultans,1117814.0,Zalmi,953833.0,Sultans,1117814.0,3 runs,Karachi,58956.0,"Mar 13, 2020",T20,1211668.0,PSL
Kings,953835.0,United,953843.0,Kings,953835.0,4 wickets,Karachi,58956.0,"Mar 14, 2020",T20,1211669.0,PSL
Qalandars,953847.0,Sultans,1117814.0,Qalandars,953847.0,9 wickets,Lahore,58967.0,"Mar 15, 2020",T20,1211670.0,PSL
Kings,953835.0,Gladiators,953845.0,Gladiators,953845.0,5 wickets,Karachi,58956.0,"Mar 15, 2020",T20,1211671.0,PSL
Sultans,1117814.0,Kings,953835.0,tied,,,Karachi,58956.0,"Nov 14, 2020",T20,1211672.0,PSL
Qalandars,953847.0,Zalmi,953833.0,Qalandars,953847.0,5 wickets,Karachi,58956.0,"Nov 14, 2020",T20,1211673.0,PSL
Qalandars,953847.0,Sultans,1117814.0,Qalandars,953847.0,25 runs,Karachi,58956.0,"Nov 15, 2020",T20,1211675.0,PSL
Kings,953835.0,Qalandars,953847.0,Kings,953835.0,5 wickets,Karachi,58956.0,"Nov 17, 2020",T20,1231146.0,PSL
Kings,953835.0,Gladiators,953845.0,Kings,953835.0,7 wickets,Karachi,58956.0,"Feb 20, 2021",T20,1247011.0,PSL
Qalandars,953847.0,Zalmi,953833.0,Qalandars,953847.0,4 wickets,Karachi,58956.0,"Feb 21, 2021",T20,1247012.0,PSL
United,953843.0,Sultans,1117814.0,United,953843.0,3 wickets,Karachi,58956.0,"Feb 21, 2021",T20,1247013.0,PSL
Qalandars,953847.0,Gladiators,953845.0,Qalandars,953847.0,9 wickets,Karachi,58956.0,"Feb 22, 2021",T20,1247014.0,PSL
Sultans,1117814.0,Zalmi,953833.0,Zalmi,953833.0,6 wickets,Karachi,58956.0,"Feb 23, 2021",T20,1247015.0,PSL
Kings,953835.0,United,953843.0,United,953843.0,5 wickets,Karachi,58956.0,"Feb 24, 2021",T20,1247016.0,PSL
Qalandars,953847.0,Sultans,1117814.0,Sultans,1117814.0,7 wickets,Karachi,58956.0,"Feb 26, 2021",T20,1247017.0,PSL
Zalmi,953833.0,Gladiators,953845.0,Zalmi,953833.0,3 wickets,Karachi,58956.0,"Feb 26, 2021",T20,1247018.0,PSL
Kings,953835.0,Sultans,1117814.0,Kings,953835.0,7 wickets,Karachi,58956.0,"Feb 27, 2021",T20,1247019.0,PSL
United,953843.0,Zalmi,953833.0,Zalmi,953833.0,6 wickets,Karachi,58956.0,"Feb 27, 2021",T20,1247020.0,PSL
Kings,953835.0,Qalandars,953847.0,Qalandars,953847.0,6 wickets,Karachi,58956.0,"Feb 28, 2021",T20,1247021.0,PSL
United,953843.0,Gladiators,953845.0,United,953843.0,6 wickets,Karachi,58956.0,"Mar 1-2, 2021",T20,1247022.0,PSL
Kings,953835.0,Zalmi,953833.0,Kings,953835.0,6 wickets,Karachi,58956.0,"Mar 3, 2021",T20,1247023.0,PSL
Sultans,1117814.0,Gladiators,953845.0,Gladiators,953845.0,22 runs,Karachi,58956.0,"Mar 3, 2021",T20,1247024.0,PSL
South Africa,3.0,Sri Lanka,8.0,South Africa,3.0,282 runs,Cape Town,59068.0,"Jan 2-5, 2017",Test # 2244,936149.0,TEST_MATCH
Australia,2.0,Pakistan,7.0,Australia,2.0,220 runs,Sydney,56544.0,"Jan 3-7, 2017",Test # 2245,1000885.0,TEST_MATCH
New Zealand,5.0,Bangladesh,25.0,New Zealand,5.0,7 wickets,Wellington,58895.0,"Jan 12-16, 2017",Test # 2246,1019985.0,TEST_MATCH
South Africa,3.0,Sri Lanka,8.0,South Africa,3.0,inns & 118 runs,Johannesburg,59120.0,"Jan 12-14, 2017",Test # 2247,936151.0,TEST_MATCH
New Zealand,5.0,Bangladesh,25.0,New Zealand,5.0,9 wickets,Christchurch,58810.0,"Jan 20-23, 2017",Test # 2248,1019987.0,TEST_MATCH
India,6.0,Bangladesh,25.0,India,6.0,208 runs,Hyderabad (Deccan),58142.0,"Feb 9-13, 2017",Test # 2249,1041761.0,TEST_MATCH
India,6.0,Australia,2.0,Australia,2.0,333 runs,Pune,545380.0,"Feb 23-25, 2017",Test # 2250,1062573.0,TEST_MATCH
India,6.0,Australia,2.0,India,6.0,75 runs,Bengaluru,57897.0,"Mar 4-7, 2017",Test # 2251,1062574.0,TEST_MATCH
Sri Lanka,8.0,Bangladesh,25.0,Sri Lanka,8.0,259 runs,Galle,59325.0,"Mar 7-11, 2017",Test # 2252,1083444.0,TEST_MATCH
New Zealand,5.0,South Africa,3.0,drawn,,,Dunedin,58827.0,"Mar 8-12, 2017",Test # 2253,1020041.0,TEST_MATCH
Sri Lanka,8.0,Bangladesh,25.0,Bangladesh,25.0,4 wickets,Colombo (PSS),59303.0,"Mar 15-19, 2017",Test # 2254,1083445.0,TEST_MATCH
New Zealand,5.0,South Africa,3.0,South Africa,3.0,8 wickets,Wellington,58895.0,"Mar 16-18, 2017",Test # 2255,1020043.0,TEST_MATCH
India,6.0,Australia,2.0,drawn,,,Ranchi,485865.0,"Mar 16-20, 2017",Test # 2256,1062575.0,TEST_MATCH
New Zealand,5.0,South Africa,3.0,drawn,,,Hamilton,58831.0,"Mar 25-29, 2017",Test # 2257,1020045.0,TEST_MATCH
India,6.0,Australia,2.0,India,6.0,8 wickets,Dharamsala,58056.0,"Mar 25-28, 2017",Test # 2258,1062576.0,TEST_MATCH
West Indies,4.0,Pakistan,7.0,Pakistan,7.0,7 wickets,Kingston,59458.0,"Apr 21-25, 2017",Test # 2259,1077953.0,TEST_MATCH
West Indies,4.0,Pakistan,7.0,West Indies,4.0,106 runs,Bridgetown,59429.0,"Apr 30-May 4, 2017",Test # 2260,1077954.0,TEST_MATCH
West Indies,4.0,Pakistan,7.0,Pakistan,7.0,101 runs,Roseau,59480.0,"May 10-14, 2017",Test # 2261,1077955.0,TEST_MATCH
England,1.0,South Africa,3.0,England,1.0,211 runs,Lord's,57129.0,"Jul 6-9, 2017",Test # 2262,1031437.0,TEST_MATCH
Sri Lanka,8.0,Zimbabwe,9.0,Sri Lanka,8.0,4 wickets,Colombo (RPS),59306.0,"Jul 14-18, 2017",Test # 2263,1104483.0,TEST_MATCH
England,1.0,South Africa,3.0,South Africa,3.0,340 runs,Nottingham,57219.0,"Jul 14-17, 2017",Test # 2264,1031439.0,TEST_MATCH
Sri Lanka,8.0,India,6.0,India,6.0,304 runs,Galle,59325.0,"Jul 26-29, 2017",Test # 2265,1109602.0,TEST_MATCH
England,1.0,South Africa,3.0,England,1.0,239 runs,The Oval,57127.0,"Jul 27-31, 2017",Test # 2266,1031441.0,TEST_MATCH
Sri Lanka,8.0,India,6.0,India,6.0,inns & 53 runs,Colombo (SSC),59308.0,"Aug 3-6, 2017",Test # 2267,1109603.0,TEST_MATCH
England,1.0,South Africa,3.0,England,1.0,177 runs,Manchester,57160.0,"Aug 4-7, 2017",Test # 2268,1031443.0,TEST_MATCH
Sri Lanka,8.0,India,6.0,India,6.0,inns & 171 runs,Pallekele,434211.0,"Aug 12-14, 2017",Test # 2269,1109604.0,TEST_MATCH
England,1.0,West Indies,4.0,England,1.0,inns & 209 runs,Birmingham,56788.0,"Aug 17-19, 2017",Test # 2270,1031659.0,TEST_MATCH
England,1.0,West Indies,4.0,West Indies,4.0,5 wickets,Leeds,57092.0,"Aug 25-29, 2017",Test # 2271,1031661.0,TEST_MATCH
Bangladesh,25.0,Australia,2.0,Bangladesh,25.0,20 runs,Dhaka,236761.0,"Aug 27-30, 2017",Test # 2272,1104284.0,TEST_MATCH
Bangladesh,25.0,Australia,2.0,Australia,2.0,7 wickets,Chattogram,56658.0,"Sep 4-7, 2017",Test # 2273,1104285.0,TEST_MATCH
England,1.0,West Indies,4.0,England,1.0,9 wickets,Lord's,57129.0,"Sep 7-9, 2017",Test # 2274,1031663.0,TEST_MATCH
Pakistan,7.0,Sri Lanka,8.0,Sri Lanka,8.0,21 runs,Abu Dhabi,59396.0,"Sep 28-Oct 2, 2017",Test # 2275,1120284.0,TEST_MATCH
South Africa,3.0,Bangladesh,25.0,South Africa,3.0,333 runs,Potchefstroom,59172.0,"Sep 28-Oct 2, 2017",Test # 2276,1075502.0,TEST_MATCH
South Africa,3.0,Bangladesh,25.0,South Africa,3.0,inns & 254 runs,Bloemfontein,59042.0,"Oct 6-8, 2017",Test # 2277,1075503.0,TEST_MATCH
Pakistan,7.0,Sri Lanka,8.0,Sri Lanka,8.0,68 runs,Dubai (DSC),392627.0,"Oct 6-10, 2017",Test # 2278,1120285.0,TEST_MATCH
Zimbabwe,9.0,West Indies,4.0,West Indies,4.0,117 runs,Bulawayo,59537.0,"Oct 21-24, 2017",Test # 2279,1122886.0,TEST_MATCH
Zimbabwe,9.0,West Indies,4.0,drawn,,,Bulawayo,59537.0,"Oct 29-Nov 2, 2017",Test # 2280,1122887.0,TEST_MATCH
India,6.0,Sri Lanka,8.0,drawn,,,Kolkata,57980.0,"Nov 16-20, 2017",Test # 2281,1122723.0,TEST_MATCH
Australia,2.0,England,1.0,Australia,2.0,10 wickets,Brisbane,56336.0,"Nov 23-27, 2017",Test # 2282,1072305.0,TEST_MATCH
India,6.0,Sri Lanka,8.0,India,6.0,inns & 239 runs,Nagpur,375326.0,"Nov 24-27, 2017",Test # 2283,1122724.0,TEST_MATCH
New Zealand,5.0,West Indies,4.0,New Zealand,5.0,inns & 67 runs,Wellington,58895.0,"Dec 1-4, 2017",Test # 2284,1115793.0,TEST_MATCH
Australia,2.0,England,1.0,Australia,2.0,120 runs,Adelaide,56293.0,"Dec 2-6, 2017",Test # 2285,1072306.0,TEST_MATCH
India,6.0,Sri Lanka,8.0,drawn,,,Delhi,58040.0,"Dec 2-6, 2017",Test # 2286,1122725.0,TEST_MATCH
New Zealand,5.0,West Indies,4.0,New Zealand,5.0,240 runs,Hamilton,58831.0,"Dec 9-12, 2017",Test # 2287,1115794.0,TEST_MATCH
Australia,2.0,England,1.0,Australia,2.0,inns & 41 runs,Perth,56490.0,"Dec 14-18, 2017",Test # 2288,1072307.0,TEST_MATCH
Australia,2.0,England,1.0,drawn,,,Melbourne,56441.0,"Dec 26-30, 2017",Test # 2289,1072308.0,TEST_MATCH
South Africa,3.0,Zimbabwe,9.0,South Africa,3.0,inns & 120 runs,Port Elizabeth,59159.0,"Dec 26-27, 2017",Test # 2290,1122310.0,TEST_MATCH
Australia,2.0,England,1.0,Australia,2.0,inns & 123 runs,Sydney,56544.0,"Jan 4-8, 2018",Test # 2291,1072309.0,TEST_MATCH
South Africa,3.0,India,6.0,South Africa,3.0,72 runs,Cape Town,59068.0,"Jan 5-8, 2018",Test # 2292,1122276.0,TEST_MATCH
South Africa,3.0,India,6.0,South Africa,3.0,135 runs,Centurion,59079.0,"Jan 13-17, 2018",Test # 2293,1122277.0,TEST_MATCH
South Africa,3.0,India,6.0,India,6.0,63 runs,Johannesburg,59120.0,"Jan 24-27, 2018",Test # 2294,1122278.0,TEST_MATCH
Bangladesh,25.0,Sri Lanka,8.0,drawn,,,Chattogram,56658.0,"Jan 31-Feb 4, 2018",Test # 2295,1130744.0,TEST_MATCH
Bangladesh,25.0,Sri Lanka,8.0,Sri Lanka,8.0,215 runs,Dhaka,236761.0,"Feb 8-10, 2018",Test # 2296,1130745.0,TEST_MATCH
South Africa,3.0,Australia,2.0,Australia,2.0,118 runs,Durban,59089.0,"Mar 1-5, 2018",Test # 2297,1075982.0,TEST_MATCH
South Africa,3.0,Australia,2.0,South Africa,3.0,6 wickets,Port Elizabeth,59159.0,"Mar 9-12, 2018",Test # 2298,1075983.0,TEST_MATCH
New Zealand,5.0,England,1.0,New Zealand,5.0,inns & 49 runs,Auckland,58792.0,"Mar 22-26, 2018",Test # 2299,1115780.0,TEST_MATCH
South Africa,3.0,Australia,2.0,South Africa,3.0,322 runs,Cape Town,59068.0,"Mar 22-25, 2018",Test # 2300,1075984.0,TEST_MATCH
New Zealand,5.0,England,1.0,drawn,,,Christchurch,58810.0,"Mar 30-Apr 3, 2018",Test # 2301,1115781.0,TEST_MATCH
South Africa,3.0,Australia,2.0,South Africa,3.0,492 runs,Johannesburg,59120.0,"Mar 30-Apr 3, 2018",Test # 2302,1075985.0,TEST_MATCH
Ireland,29.0,Pakistan,7.0,Pakistan,7.0,5 wickets,Dublin (Malahide),58607.0,"May 11-15, 2018",Test # 2303,1127284.0,TEST_MATCH
England,1.0,Pakistan,7.0,Pakistan,7.0,9 wickets,Lord's,57129.0,"May 24-27, 2018",Test # 2304,1119535.0,TEST_MATCH
England,1.0,Pakistan,7.0,England,1.0,inns & 55 runs,Leeds,57092.0,"Jun 1-3, 2018",Test # 2305,1119536.0,TEST_MATCH
West Indies,4.0,Sri Lanka,8.0,West Indies,4.0,226 runs,Port of Spain,59475.0,"Jun 6-10, 2018",Test # 2306,1135149.0,TEST_MATCH
India,6.0,Afghanistan,40.0,India,6.0,inns & 262 runs,Bengaluru,57897.0,"Jun 14-15, 2018",Test # 2307,1133983.0,TEST_MATCH
West Indies,4.0,Sri Lanka,8.0,drawn,,,Gros Islet,59518.0,"Jun 14-18, 2018",Test # 2308,1135150.0,TEST_MATCH
West Indies,4.0,Sri Lanka,8.0,Sri Lanka,8.0,4 wickets,Bridgetown,59429.0,"Jun 23-26, 2018",Test # 2309,1135151.0,TEST_MATCH
West Indies,4.0,Bangladesh,25.0,West Indies,4.0,inns & 219 runs,North Sound,208543.0,"Jul 4-6, 2018",Test # 2310,1146717.0,TEST_MATCH
Sri Lanka,8.0,South Africa,3.0,Sri Lanka,8.0,278 runs,Galle,59325.0,"Jul 12-14, 2018",Test # 2311,1142581.0,TEST_MATCH
West Indies,4.0,Bangladesh,25.0,West Indies,4.0,166 runs,Kingston,59458.0,"Jul 12-14, 2018",Test # 2312,1146718.0,TEST_MATCH
Sri Lanka,8.0,South Africa,3.0,Sri Lanka,8.0,199 runs,Colombo (SSC),59308.0,"Jul 20-23, 2018",Test # 2313,1142582.0,TEST_MATCH
England,1.0,India,6.0,England,1.0,31 runs,Birmingham,56788.0,"Aug 1-4, 2018",Test # 2314,1119549.0,TEST_MATCH
England,1.0,India,6.0,England,1.0,inns & 159 runs,Lord's,57129.0,"Aug 9-12, 2018",Test # 2315,1119550.0,TEST_MATCH
England,1.0,India,6.0,India,6.0,203 runs,Nottingham,57219.0,"Aug 18-22, 2018",Test # 2316,1119551.0,TEST_MATCH
England,1.0,India,6.0,England,1.0,60 runs,Southampton,57312.0,"Aug 30-Sep 2, 2018",Test # 2317,1119552.0,TEST_MATCH
England,1.0,India,6.0,England,1.0,118 runs,The Oval,57127.0,"Sep 7-11, 2018",Test # 2318,1119553.0,TEST_MATCH
India,6.0,West Indies,4.0,India,6.0,inns & 272 runs,Rajkot,377285.0,"Oct 4-6, 2018",Test # 2319,1157752.0,TEST_MATCH
Australia,2.0,Pakistan,7.0,drawn,,,Dubai (DSC),392627.0,"Oct 7-11, 2018",Test # 2320,1157370.0,TEST_MATCH
India,6.0,West Indies,4.0,India,6.0,10 wickets,Hyderabad (Deccan),58142.0,"Oct 12-14, 2018",Test # 2321,1157753.0,TEST_MATCH
Australia,2.0,Pakistan,7.0,Pakistan,7.0,373 runs,Abu Dhabi,59396.0,"Oct 16-19, 2018",Test # 2322,1157371.0,TEST_MATCH
Bangladesh,25.0,Zimbabwe,9.0,Zimbabwe,9.0,151 runs,Sylhet,56689.0,"Nov 3-6, 2018",Test # 2323,1153639.0,TEST_MATCH
Sri Lanka,8.0,England,1.0,England,1.0,211 runs,Galle,59325.0,"Nov 6-9, 2018",Test # 2324,1140385.0,TEST_MATCH
Bangladesh,25.0,Zimbabwe,9.0,Bangladesh,25.0,218 runs,Dhaka,236761.0,"Nov 11-15, 2018",Test # 2325,1153640.0,TEST_MATCH
Sri Lanka,8.0,England,1.0,England,1.0,57 runs,Pallekele,434211.0,"Nov 14-18, 2018",Test # 2326,1140386.0,TEST_MATCH
New Zealand,5.0,Pakistan,7.0,New Zealand,5.0,4 runs,Abu Dhabi,59396.0,"Nov 16-19, 2018",Test # 2327,1157381.0,TEST_MATCH
Bangladesh,25.0,West Indies,4.0,Bangladesh,25.0,64 runs,Chattogram,56658.0,"Nov 22-24, 2018",Test # 2328,1153311.0,TEST_MATCH
Sri Lanka,8.0,England,1.0,England,1.0,42 runs,Colombo (SSC),59308.0,"Nov 23-26, 2018",Test # 2329,1140387.0,TEST_MATCH
New Zealand,5.0,Pakistan,7.0,Pakistan,7.0,inns & 16 runs,Dubai (DSC),392627.0,"Nov 24-27, 2018",Test # 2330,1157382.0,TEST_MATCH
Bangladesh,25.0,West Indies,4.0,Bangladesh,25.0,inns & 184 runs,Dhaka,236761.0,"Nov 30-Dec 2, 2018",Test # 2331,1153312.0,TEST_MATCH
New Zealand,5.0,Pakistan,7.0,New Zealand,5.0,123 runs,Abu Dhabi,59396.0,"Dec 3-7, 2018",Test # 2332,1157383.0,TEST_MATCH
Australia,2.0,India,6.0,India,6.0,31 runs,Adelaide,56293.0,"Dec 6-10, 2018",Test # 2333,1144993.0,TEST_MATCH
Australia,2.0,India,6.0,Australia,2.0,146 runs,Perth,1126475.0,"Dec 14-18, 2018",Test # 2334,1144994.0,TEST_MATCH
New Zealand,5.0,Sri Lanka,8.0,drawn,,,Wellington,58895.0,"Dec 15-19, 2018",Test # 2335,1153838.0,TEST_MATCH
New Zealand,5.0,Sri Lanka,8.0,New Zealand,5.0,423 runs,Christchurch,58810.0,"Dec 26-30, 2018",Test # 2336,1153839.0,TEST_MATCH
Australia,2.0,India,6.0,India,6.0,137 runs,Melbourne,56441.0,"Dec 26-30, 2018",Test # 2337,1144995.0,TEST_MATCH
South Africa,3.0,Pakistan,7.0,South Africa,3.0,6 wickets,Centurion,59079.0,"Dec 26-28, 2018",Test # 2338,1144153.0,TEST_MATCH
Australia,2.0,India,6.0,drawn,,,Sydney,56544.0,"Jan 3-7, 2019",Test # 2339,1144996.0,TEST_MATCH
South Africa,3.0,Pakistan,7.0,South Africa,3.0,9 wickets,Cape Town,59068.0,"Jan 3-6, 2019",Test # 2340,1144154.0,TEST_MATCH
South Africa,3.0,Pakistan,7.0,South Africa,3.0,107 runs,Johannesburg,59120.0,"Jan 11-14, 2019",Test # 2341,1144155.0,TEST_MATCH
West Indies,4.0,England,1.0,West Indies,4.0,381 runs,Bridgetown,59429.0,"Jan 23-26, 2019",Test # 2342,1158062.0,TEST_MATCH
Australia,2.0,Sri Lanka,8.0,Australia,2.0,inns & 40 runs,Brisbane,56336.0,"Jan 24-26, 2019",Test # 2343,1145000.0,TEST_MATCH
West Indies,4.0,England,1.0,West Indies,4.0,10 wickets,North Sound,208543.0,"Jan 31-Feb 2, 2019",Test # 2344,1158063.0,TEST_MATCH
Australia,2.0,Sri Lanka,8.0,Australia,2.0,366 runs,Canberra,56370.0,"Feb 1-4, 2019",Test # 2345,1145001.0,TEST_MATCH
West Indies,4.0,England,1.0,England,1.0,232 runs,Gros Islet,59518.0,"Feb 9-12, 2019",Test # 2346,1158064.0,TEST_MATCH
South Africa,3.0,Sri Lanka,8.0,Sri Lanka,8.0,1 wicket,Durban,59089.0,"Feb 13-16, 2019",Test # 2347,1144164.0,TEST_MATCH
South Africa,3.0,Sri Lanka,8.0,Sri Lanka,8.0,8 wickets,Port Elizabeth,59159.0,"Feb 21-23, 2019",Test # 2348,1144165.0,TEST_MATCH
New Zealand,5.0,Bangladesh,25.0,New Zealand,5.0,inns & 52 runs,Hamilton,58831.0,"Feb 28-Mar 3, 2019",Test # 2349,1153847.0,TEST_MATCH
New Zealand,5.0,Bangladesh,25.0,New Zealand,5.0,inns & 12 runs,Wellington,58895.0,"Mar 8-12, 2019",Test # 2350,1153848.0,TEST_MATCH
Afghanistan,40.0,Ireland,29.0,Afghanistan,40.0,7 wickets,Dehradun,1145946.0,"Mar 15-18, 2019",Test # 2351,1168120.0,TEST_MATCH
England,1.0,Ireland,29.0,England,1.0,143 runs,Lord's,57129.0,"Jul 24-26, 2019",Test # 2352,1152839.0,TEST_MATCH
England,1.0,Australia,2.0,Australia,2.0,251 runs,Birmingham,56788.0,"Aug 1-5, 2019",Test # 2353,1152846.0,TEST_MATCH
Sri Lanka,8.0,New Zealand,5.0,Sri Lanka,8.0,6 wickets,Galle,59325.0,"Aug 14-18, 2019",Test # 2354,1192873.0,TEST_MATCH
England,1.0,Australia,2.0,drawn,,,Lord's,57129.0,"Aug 14-18, 2019",Test # 2355,1152847.0,TEST_MATCH
Sri Lanka,8.0,New Zealand,5.0,New Zealand,5.0,inns & 65 runs,Colombo (PSS),59303.0,"Aug 22-26, 2019",Test # 2356,1192874.0,TEST_MATCH
England,1.0,Australia,2.0,England,1.0,1 wicket,Leeds,57092.0,"Aug 22-25, 2019",Test # 2357,1152848.0,TEST_MATCH
West Indies,4.0,India,6.0,India,6.0,318 runs,North Sound,208543.0,"Aug 22-25, 2019",Test # 2358,1188628.0,TEST_MATCH
West Indies,4.0,India,6.0,India,6.0,257 runs,Kingston,59458.0,"Aug 30-Sep 2, 2019",Test # 2359,1188629.0,TEST_MATCH
England,1.0,Australia,2.0,Australia,2.0,185 runs,Manchester,57160.0,"Sep 4-8, 2019",Test # 2360,1152849.0,TEST_MATCH
Bangladesh,25.0,Afghanistan,40.0,Afghanistan,40.0,224 runs,Chattogram,56658.0,"Sep 5-9, 2019",Test # 2361,1197138.0,TEST_MATCH
England,1.0,Australia,2.0,England,1.0,135 runs,The Oval,57127.0,"Sep 12-15, 2019",Test # 2362,1152850.0,TEST_MATCH
India,6.0,South Africa,3.0,India,6.0,203 runs,Visakhapatnam,58547.0,"Oct 2-6, 2019",Test # 2363,1187007.0,TEST_MATCH
India,6.0,South Africa,3.0,India,6.0,inns & 137 runs,Pune,545380.0,"Oct 10-13, 2019",Test # 2364,1187008.0,TEST_MATCH
India,6.0,South Africa,3.0,India,6.0,inns & 202 runs,Ranchi,485865.0,"Oct 19-22, 2019",Test # 2365,1187009.0,TEST_MATCH
India,6.0,Bangladesh,25.0,India,6.0,inns & 130 runs,Indore,58150.0,"Nov 14-16, 2019",Test # 2366,1187016.0,TEST_MATCH
New Zealand,5.0,England,1.0,New Zealand,5.0,inns & 65 runs,Mount Maunganui,444258.0,"Nov 21-25, 2019",Test # 2367,1187671.0,TEST_MATCH
Australia,2.0,Pakistan,7.0,Australia,2.0,inns & 5 runs,Brisbane,56336.0,"Nov 21-24, 2019",Test # 2368,1183530.0,TEST_MATCH
India,6.0,Bangladesh,25.0,India,6.0,inns & 46 runs,Kolkata,57980.0,"Nov 22-24, 2019",Test # 2369,1187017.0,TEST_MATCH
Afghanistan,40.0,West Indies,4.0,West Indies,4.0,9 wickets,Lucknow,1070094.0,"Nov 27-29, 2019",Test # 2370,1193500.0,TEST_MATCH
